chunk_id,section_id,chunk_text,chunk_index
961,1,"In temperate climates, seasonal epidemics occur mainly during winter, while in tropical regions, influenza may occur throughout the year, causing outbreaks more irregularly.",961
962,1,"The time from infection to illness, known as the incubation period, is about 2 days, but ranges from 1–4 days.",962
963,1,"Diagnosis
Most cases of human influenza are clinically diagnosed.",963
964,1,"However, during periods of low influenza activity or outside of epidemics situations, the infection of other respiratory viruses (e.",964
965,1,"SARS-CoV-2, rhinovirus, respiratory syncytial virus, parainfluenza and adenovirus) can also present as influenza-like illness (ILI), which makes the clinical differentiation of influenza from other pathogens difficult.",965
966,1,Collection of appropriate respiratory samples and the application of a laboratory diagnostic test is required to establish a definitive diagnosis.,966
967,1,"Proper collection, storage and transport of respiratory specimens is the essential first step for laboratory detection of influenza virus infections.",967
968,1,"Laboratory confirmation is commonly performed using direct antigen detection, virus isolation, or detection of influenza-specific RNA by reverse transcriptase-polymerase chain reaction (RT-PCR).",968
969,1,Various guidance on the laboratory techniques is published and updated by WHO.,969
970,1,"Rapid diagnostic tests are used in clinical settings, but they have lower sensitivity compared to RT-PCR methods and their reliability depends largely on the conditions under which they are used.",970
971,1,"Treatment
Most people will recover from influenza on their own.",971
972,1,People with severe symptoms or other medical conditions should seek medical care.,972
973,1,"People with mild symptoms should:

stay home to avoid infecting other people
rest
drink plenty of fluids
treat other symptoms such as fever
seek medical care if symptoms get worse.",973
974,1,People at high risk or with severe symptoms should be treated with antiviral medications as soon as possible.,974
975,1,"They include people who are:

pregnant
children under 59 months of age
aged 65 years and older
living with other chronic illnesses
receiving chemotherapy
living with suppressed immune systems due to HIV or other conditions.",975
976,1,The WHO Global Influenza Surveillance and Response System (GISRS) monitors resistance to antivirals among circulating influenza viruses to provide timely evidence for national policies related to antiviral use.,976
977,1,"Prevention
Vaccination is the best way to prevent influenza.",977
978,1,Safe and effective vaccines have been used for more than 60 years.,978
979,1,Immunity from vaccination goes away over time so annual vaccination is recommended to protect against influenza.,979
980,1,"The vaccine may be less effective in older people, but it will make the illness less severe and reduces the chance of complications and death.",980
981,1,Vaccination is especially important for people at high risk of influenza complications and their carers.,981
982,1,"Annual vaccination is recommended for:

pregnant women
children aged 6 months to 5 years
people over age 65
people with chronic medical conditions
health workers.",982
983,1,"Other ways to prevent influenza:

wash and dry your hands regularly
cover your mouth and nose when coughing or sneezing
dispose of tissues correctly
stay home when feeling unwell
avoid close contact with sick people
avoid touching your eyes, nose or mouth.",983
984,1,"Vaccines
Vaccines are updated routinely with new vaccines developed that contain viruses that match those circulating.",984
985,1,Several inactivated influenza vaccines and recombinant influenza vaccines are available in injectable form.,985
986,1,Live attenuated influenza vaccines are available as a nasal spray.,986
987,1,"WHO response
WHO, through the Global Influenza Programme and GISRS, in collaboration with other partners, continuously monitors influenza viruses and activity globally, recommends seasonal influenza vaccine compositions twice a year for the northern and southern hemisphere influenza seasons, guides countries in tropical and subtropical areas as to which formulation vaccines to use, supports decisions for timing of vaccination campaigns, and supports Member States to develop prevention and control strategies.",987
988,1,"WHO works to strengthen national, regional and global influenza response capacities including diagnostics, antiviral susceptibility monitoring, disease surveillance and outbreak response, to increase vaccine coverage among high-risk groups, and to support research and development of new therapeutics and other countermeasures.",988
989,1,Human immunodeficiency virus (HIV) is a virus that attacks the body’s immune system.,989
990,1,Acquired immunodeficiency syndrome (AIDS) occurs at the most advanced stage of infection.,990
991,1,"HIV targets the body’s white blood cells, weakening the immune system.",991
992,1,"This makes it easier to get sick with diseases like tuberculosis, infections and some cancers.",992
993,1,"HIV is spread from the body fluids of an infected person, including blood, breast milk, semen and vaginal fluids.",993
994,1,"It is not spread by kisses, hugs or sharing food.",994
995,1,It can also spread from a mother to her baby.,995
996,1,HIV can be prevented and treated with antiretroviral therapy (ART).,996
997,1,"Untreated HIV can progress to AIDS, often after many years.",997
998,1,WHO now defines Advanced HIV Disease (AHD) as CD4 cell count less than 200 cells/mm3 or WHO stage 3 or 4 event in adults and adolescents.,998
999,1,"All children younger than 5 years of age living with HIV are considered to have advanced HIV disease, regardless of clinical or immunological status.",999
1000,1,"Signs and symptoms
The signs and symptoms of HIV vary depending on the stage of infection.",1000
1001,1,"HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages.",1001
1002,1,In the first few weeks after being infected people may not experience symptoms.,1002
1003,1,"Others may have an influenza-like illness including:

fever
headache
rash
sore throat.",1003
1004,1,The infection progressively weakens the immune system.,1004
1005,1,"This can cause other signs and symptoms:

swollen lymph nodes
weight loss
fever
diarrhoea
cough.",1005
1006,1,"Without treatment, people living with HIV infection can also develop severe illnesses:

tuberculosis (TB)
cryptococcal meningitis
severe bacterial infections
cancers such as lymphomas and Kaposi's sarcoma.",1006
1007,1,"HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",1007
1008,1,"Transmission
HIV can be transmitted via the exchange of body fluids from people living with HIV, including blood, breast milk, semen, and vaginal secretions.",1008
1009,1,HIV can also be transmitted to a child during pregnancy and delivery.,1009
1010,1,"People cannot become infected with HIV through ordinary day-to-day contact such as kissing, hugging, shaking hands, or sharing personal objects, food or water.",1010
1011,1,People living with HIV who are taking ART and have an undetectable viral load will not transmit HIV to their sexual partners.,1011
1012,1,Early access to ART and support to remain on treatment is therefore critical not only to improve the health of people living with HIV but also to prevent HIV transmission.,1012
1013,1,"Risk factors
Behaviours and conditions that put people at greater risk of contracting HIV include:

having anal or vaginal sex without a condom;
having another sexually transmitted infection (STI) such as syphilis, herpes, chlamydia, gonorrhoea and bacterial vaginosis;
harmful use of alcohol or drugs in the context of sexual behaviour;
sharing contaminated needles, syringes and other injecting equipment, or drug solutions when injecting drugs;
receiving unsafe injections, blood transfusions, or tissue transplantation; and
medical procedures that involve unsterile cutting or piercing; or accidental needle stick injuries, including among health workers.",1013
1014,1,"Diagnosis
HIV can be diagnosed through rapid diagnostic tests that provide same-day results.",1014
1015,1,This greatly facilitates early diagnosis and linkage with treatment and prevention.,1015
1016,1,People can also use HIV self-tests to test themselves.,1016
1017,1,"However, no single test can provide a full HIV positive diagnosis; confirmatory testing is required, conducted by a qualified and trained health worker or community worker.",1017
1018,1,HIV infection can be detected with great accuracy using WHO prequalified tests within a nationally approved testing strategy and algorithm.,1018
1019,1,Most widely used HIV diagnostic tests detect antibodies produced by a person as part of their immune response to fight HIV.,1019
1020,1,"In most cases, people develop antibodies to HIV within 28 days of infection.",1020
1021,1,"During this time, people are in the so-called “window period” when they have low levels of antibodies which cannot be detected by many rapid tests, but they may still transmit HIV to others.",1021
1022,1,People who have had a recent high-risk exposure and test negative can have a further test after 28 days.,1022
1023,1,"Following a positive diagnosis, people should be retested before they are enrolled in treatment and care to rule out any potential testing or reporting error.",1023
1024,1,"While testing for adolescents and adults has been made simple and efficient, this is not the case for babies born to HIV-positive mothers.",1024
1025,1,"For children less than 18 months of age, rapid antibody testing is not sufficient to identify HIV infection – virological testing must be provided as early as birth or at 6 weeks of age.",1025
1026,1,"New technologies are now available to perform this test at the point of care and enable same-day results, which will accelerate appropriate linkage with treatment and care.",1026
1027,1,"Prevention
HIV is a preventable disease.",1027
1028,1,"The risk of HIV infection can be reduced by:

using a male or female condom during sex
being tested for HIV and other sexually transmitted infections
being circumcised if you are a man
using harm reduction services if you inject and use drugs.",1028
1029,1,Pre-exposure prophylaxis (PrEP) is an additional prevention option.,1029
1030,1,It is an antiretroviral medication used by HIV-negative people to reduce the risk of HIV acquisition.,1030
1031,1,"WHO recommends the following PrEP methods :  

oral tenofovir (TDF)-based PrEP  
dapivirine vaginal ring
long-acting injectable cabotegravir
long-acting injectable lenacapavir.",1031
1032,1,ARVs can also be used to prevent mothers from passing HIV to their children.,1032
1033,1,People taking antiretroviral therapy (ART) and who have no evidence of virus in the blood will not pass HIV to their sexual partners.,1033
1034,1,Access to testing and ART is an important part of preventing HIV.,1034
1035,1,"Antiretroviral drugs given to people without HIV can prevent infection
When given before possible exposures to HIV it is called pre-exposure prophylaxis (PrEP) and when given after an exposure it is called post-exposure prophylaxis (PEP).",1035
1036,1,People can use PrEP or PEP when the risk of contracting HIV is high; people should seek advice from a clinician when thinking about using PrEP or PEP.,1036
1037,1,"Treatment
There is no cure for HIV infection.",1037
1038,1,"It is treated with antiretroviral drugs, which stop the virus from replicating in the body.",1038
1039,1,Current antiretroviral therapy (ART) does not cure HIV infection but allows a person’s immune system to get stronger.,1039
1040,1,This helps them to fight other infections.,1040
1041,1,"Currently, ART must be taken every day for the rest of a person’s life.",1041
1042,1,ART lowers the amount of the virus in a person’s body.,1042
1043,1,This stops symptoms and allows people to live full and healthy lives.,1043
1044,1,People living with HIV who are taking ART and who have no evidence of virus in the blood will not spread the virus to their sexual partners.,1044
1045,1,"Pregnant women with HIV should have access to, and take, ART as soon as possible.",1045
1046,1,"This protects the health of the mother and will help prevent HIV transmission to the fetus before birth, or through breast milk.",1046
1047,1,Advanced HIV disease remains a persistent problem in the HIV response.,1047
1048,1,WHO is supporting countries to implement the advanced HIV disease package of care to reduce illness and death.,1048
1049,1,"Newer HIV medicines and short course treatments for opportunistic infections like cryptococcal meningitis are being developed that may change the way people take ART and prevention medicines, including access to long-acting injectable formulations, such as lenacapavir which now has been approved by the FDA for HIV prevention.",1049
1050,1,"Key facts
Measles is a highly contagious, serious airborne disease caused by a virus that can lead to severe complications and death.",1050
1051,1,Measles vaccination averted nearly 59 million deaths between 2000 and 2024.,1051
1052,1,"Even though a safe and cost-effective vaccine is available, in 2024, there were an estimated 95 000 measles deaths globally, mostly among unvaccinated or under vaccinated children under the age of 5 years.",1052
1053,1,"The proportion of children receiving a first dose of measles vaccine was 84% in 2024, slightly below the 2019 level of 86%.",1053
1054,1,"Overview
Measles is a highly contagious disease caused by a virus.",1054
1055,1,"It spreads easily when an infected person breathes, coughs or sneezes.",1055
1056,1,"It can cause severe disease, complications, and even death.",1056
1057,1,Measles can affect anyone but is most common in children.,1057
1058,1,Measles infects the respiratory tract and then spreads throughout the body.,1058
1059,1,"Symptoms include a high fever, cough, runny nose and a rash all over the body.",1059
1060,1,Being vaccinated is the best way to prevent getting sick with measles or spreading it to other people.,1060
1061,1,The vaccine is safe and helps your body fight off the virus.,1061
1062,1,"Before the introduction of measles vaccine in 1963 and widespread vaccination, major epidemics occurred approximately every two to three years and caused an estimated 2.",1062
1063,1,6 million deaths each year.,1063
1064,1,"An estimated 95 000 people died from measles in 2024 – mostly children under the age of five years, despite the availability of a safe and cost-effective vaccine.",1064
1065,1,"Accelerated immunization activities by countries, WHO, the Measles & Rubella Partnership, and other international partners successfully prevented an estimated 59 million deaths between 2000 and 2024.",1065
1066,1,Vaccination decreased an estimated measles deaths from 780 000 in 2000 to 95 000 in 2024 (1).,1066
1067,1,"Signs and symptoms
Symptoms of measles usually begin 10–14 days after exposure to the virus.",1067
1068,1,A prominent rash is the most visible symptom.,1068
1069,1,Early symptoms usually last 4–7 days.,1069
1070,1,"They include:

running nose
cough
red and watery eyes
small white spots inside the cheeks.",1070
1071,1,"The rash begins about 7–18 days after exposure, usually on the face and upper neck.",1071
1072,1,"It spreads over about 3 days, eventually to the hands and feet.",1072
1073,1,It usually lasts 5–6 days before fading.,1073
1074,1,Most deaths from measles are from complications related to the disease.,1074
1075,1,"Complications can include:

blindness
encephalitis (an infection causing brain swelling and potentially brain damage)
severe diarrhoea and related dehydration
ear infections
severe breathing problems including pneumonia.",1075
1076,1,"If a woman catches measles during pregnancy, this can be dangerous for the mother and can result in her baby being born prematurely with a low birth weight.",1076
1077,1,Complications are most common in children under 5 years and adults over age 30.,1077
1078,1,"They are more likely in children who are malnourished, especially those without enough vitamin A or with a weak immune system from HIV or other diseases.",1078
1079,1,"Measles itself also weakens the immune system and can make the body “forget” how to protect itself against infections, leaving children extremely vulnerable.",1079
1080,1,"Who is at risk?
Any non-immune person (not vaccinated or vaccinated but did not develop immunity) can become infected.",1080
1081,1,Unvaccinated young children and pregnant persons are at highest risk of severe measles complications.,1081
1082,1,"Measles is still common, particularly in parts of Africa, the Middle East and Asia.",1082
1083,1,The overwhelming majority of measles deaths occur in countries with low per capita incomes or weak health infrastructures that struggle to reach all children with immunization.,1083
1084,1,Damaged health infrastructure and health services in countries experiencing or recovering from a natural disaster or conflict interrupt routine immunization and overcrowding in residential camps increases the risk of infection.,1084
1085,1,Children with malnutrition or other causes of a weak immune system are at highest risk of death from measles.,1085
1086,1,"Transmission
Measles is one of the world’s most contagious diseases, spread by contact with infected nasal or throat secretions (coughing or sneezing) or breathing the air that was breathed by someone with measles.",1086
1087,1,The virus remains active and contagious in the air or on infected surfaces for up to two hours.,1087
1088,1,"For this reason, it is very infectious.",1088
1089,1,One person infected by measles can generate up to 18 secondary infections.,1089
1090,1,It can be transmitted by an infected person from four days prior to the onset of the rash to four days after the rash erupts.,1090
1091,1,"Measles outbreaks can result in severe complications and deaths, especially among young, malnourished children.",1091
1092,1,"In countries close to measles elimination, cases imported from other countries remain an important source of infection.",1092
1093,1,"Treatment
There is no specific treatment for measles.",1093
1094,1,"Caregiving should focus on relieving symptoms, making the person comfortable and preventing complications.",1094
1095,1,Drinking enough water and treatments for dehydration can replace fluids lost to diarrhoea or vomiting.,1095
1096,1,Eating a healthy diet is also important.,1096
1097,1,Doctors may use antibiotics to treat pneumonia and ear and eye infections.,1097
1098,1,"All children or adults with measles should receive two doses of vitamin A supplements, given 24 hours apart.",1098
1099,1,This restores low vitamin A levels that occur even in well-nourished children.,1099
1100,1,It can help prevent eye damage and blindness.,1100
1101,1,Vitamin A supplements may also reduce the number of measles deaths.,1101
1102,1,"Prevention
Community-wide vaccination is the most effective way to prevent measles.",1102
1103,1,All children should be vaccinated against measles.,1103
1104,1,"The vaccine is safe, effective and inexpensive.",1104
1105,1,Children should receive two doses of the vaccine to ensure they are immune.,1105
1106,1,The first dose is usually given at 9 months of age in countries where measles is common and 12–15 months in other countries.,1106
1107,1,"A second dose should be given later in childhood, usually at 15–18 months.",1107
1108,1,"The measles vaccine is given alone or often combined with vaccines for mumps, rubella and/or varicella.",1108
1109,1,"Routine measles vaccination, combined with mass immunization campaigns in countries with high case rates are crucial for reducing global measles deaths.",1109
1110,1,The measles vaccine has been in use for about 60 years and costs less than US$ 1 per child.,1110
1111,1,The measles vaccine is also used in emergencies to stop outbreaks from spreading.,1111
1112,1,"The risk of measles outbreaks is particularly high amongst refugees, who should be vaccinated as soon as possible.",1112
1113,1,"Combining vaccines slightly increases the cost but allows for shared delivery and administration costs and importantly, adds the benefit of protection against rubella, the most common vaccine preventable infection that can infect babies in the womb.",1113
1114,1,"In 2024, 76% of children received both doses of the measles vaccine, and about 84% of the world's children received one dose of measles vaccine by their first birthday.",1114
1115,1,"Two doses of the vaccine are recommended to ensure immunity and prevent outbreaks, as not all children develop immunity from the first dose.",1115
1116,1,"Approximately 30 million infants remained under-protected against measles in 2024, according to WHO and UNICEF estimates.",1116
1117,1,Cholera is an acute diarrheal infection caused by consuming food or water contaminated with the bacterium Vibrio cholerae.,1117
1118,1,It is a global public health threat and indicates inequity and lack of social and economic development.,1118
1119,1,"Access to safe water, basic sanitation and hygiene is essential to prevent cholera and other waterborne diseases.",1119
1120,1,Most people with cholera have mild or moderate diarrhoea and can be treated with oral rehydration solution (ORS).,1120
1121,1,"However, the disease can progress rapidly, so starting treatment quickly is vital to save lives.",1121
1122,1,"Patients with severe disease need intravenous fluids, ORS and antibiotics.",1122
1123,1,Countries need strong epidemiological and laboratory surveillance to swiftly detect and monitor outbreaks and guide responses.,1123
1124,1,"Symptoms 
Cholera can cause severe acute watery diarrhoea, which can be fatal within hours if untreated.",1124
1125,1,Most people infected with V.,1125
1126,1,cholerae do not develop symptoms but can spread the bacteria through their faeces for 1–10 days.,1126
1127,1,Symptoms appear 12 hours to 5 days after infection (2).,1127
1128,1,Most people with the disease have mild or moderate symptoms.,1128
1129,1,A minority of patients develop severe acute watery diarrhoea and life-threatening dehydration.,1129
1130,1,"History 
Cholera has been known for many centuries.",1130
1131,1,"The first pandemic, or global epidemic, was recorded in the 19th century.",1131
1132,1,"Since then, six pandemics have killed millions of people worldwide.",1132
1133,1,The current (seventh) pandemic started in south Asia in 1961 and continues to affect populations globally.,1133
1134,1,"Vibrio cholerae strains 
Only two serogroups, O1 and O139, cause cholera outbreaks.",1134
1135,1,cholerae O1 has caused all recent outbreaks.,1135
1136,1,cholerae O139 caused outbreaks in Asia in the past but has recently only been identified in sporadic cases.,1136
1137,1,There is no difference in the illness caused by the two serogroups.,1137
1138,1,"Epidemiology, risk factors and disease burden 
Cholera outbreaks occur regularly in some countries.",1138
1139,1,"In others, they are less frequent, and it may be years between outbreaks.",1139
1140,1,"Cholera is linked to limited access to safe water, basic sanitation facilities and poor hygiene practices.",1140
1141,1,"This may be due to conflict, population displacement, climate events like cyclones, floods or drought, and lack of investment in maintaining and improving WASH services and infrastructure.",1141
1142,1,The number of cholera cases reported to WHO has continued to rise in recent years.,1142
1143,1,"In 2023, 535 321 cases and 4007 deaths were reported to WHO from 45 countries (3).",1143
1144,1,The discrepancy between these figures and the numbers estimated by researchers is likely due to limited surveillance systems and cases not being recorded out of fear of repercussions for trade and tourism.,1144
1145,1,"Prevention and control 
Preventing and controlling cholera involves a combination of strengthening surveillance, improving water, sanitation and hygiene, increasing risk communication and community engagement, improving access to quality treatment and implementing oral cholera vaccine campaigns.",1145
1146,1,"Surveillance
Cholera surveillance should be part of an integrated disease surveillance system.",1146
1147,1,"This includes timely reporting, data analysis, interpretation and sharing of information from local to global levels.",1147
1148,1,"Rapid diagnostic tests (RDTs) are useful for early detection of probable cholera outbreaks, but confirmation requires laboratory testing by culture, seroagglutination or polymerase chain reaction (PCR).",1148
1149,1,Countries at risk or affected by cholera should strengthen their surveillance systems according to the revised Global Taskforce on Cholera Control (GTFCC) recommendations to quickly detect and respond to outbreaks.,1149
1150,1,"WASH interventions 
The long-term solution for cholera control lies in economic development and universal access to safe drinking water, basic sanitation and good hygiene practices.",1150
1151,1,"WASH interventions help prevent many waterborne illnesses, including cholera, and contribute to the Sustainable Development Goals.",1151
1152,1,"During outbreaks, implementing WASH activities can reduce cholera transmission.",1152
1153,1,"These activities include improving WASH in healthcare facilities, conducting water quality monitoring, distributing WASH kits to communities and promoting protective hygiene practices.",1153
1154,1,"Treatment 
Cholera is an easily treatable disease.",1154
1155,1,Most people can be treated successfully with prompt ORS administration.,1155
1156,1,Severely dehydrated patients are at risk of dying from dehydration and need rapid intravenous fluids.,1156
1157,1,They also receive oral rehydration solution and antibiotics.,1157
1158,1,Patients with underlying conditions or comorbidities may require additional care in specific treatment centres.,1158
1159,1,The case fatality rate in treatment centres should remain below 1%.,1159
1160,1,Community access to ORS is essential during a cholera outbreak.,1160
1161,1,"Mass administration of antibiotics to prevent cholera (chemoprophylaxis) is not recommended, as it has no proven effect on the spread of cholera and may contribute to antimicrobial resistance.",1161
1162,1,"Community engagement 
Community engagement involves collaborating with people and communities to develop and implement programmes designed to address their needs.",1162
1163,1,"Local culture, practices and beliefs are central to promoting protective practices, such as handwashing with soap and water, safe preparation and storage of food and water, and safe disposal of faeces.",1163
1164,1,Funeral practices for individuals who die from cholera may need to be adapted to prevent infection among attendees.,1164
1165,1,Communities should be involved in deciding the location of oral rehydration points (ORPs) and other community cholera control interventions.,1165
1166,1,"Community engagement is essential for effectively communicating the potential risks and symptoms of cholera, precautions to take to avoid cholera, when and where to report cases, and the importance of seeking immediate treatment if symptoms appear.",1166
1167,1,"Oral cholera vaccines
Currently, three WHO pre-qualified oral cholera vaccines (OCV) are available: Dukoral®, Euvichol-Plus®, and Euvichol-S®.",1167
1168,1,All require two doses to fully protect an adult.,1168
1169,1,One dose of Euvichol-Plus® or Euvichol-S® provides good short-term protection.,1169
1170,1,"Euvichol-S®, pre-qualified by WHO in 2024, is a simplified version of Euvichol-Plus®.",1170
1171,1,The Shancol vaccine is no longer produced.,1171
1172,1,Euvichol-Plus® and Euvichol-S® do not require a buffer solution and can be given to anyone over one year old.,1172
1173,1,"These are the only vaccines currently available for mass vaccination campaigns through the Global OCV Stockpile, supported by Gavi, the Vaccine Alliance.",1173
1174,1,"Since October 2022, due to an ongoing global shortage of vaccines, and with the acceptance of the Strategic Advisory Group of Experts SAGE), only one-dose vaccine regimens are being used.",1174
1175,1,OCV is safe during pregnancy.,1175
1176,1,"More information on WHO's policy on OCV

Cholera kits 
WHO has developed six cholera kits to support the investigation and confirmation of cholera outbreaks and the treatment of patients:

1 for investigation
1 with supplies for culture confirmation in a laboratory
3 for treatment at the community, peripheral and central levels
1 support kit with logistical materials, including solar lamps, fencing, water bladders and taps.",1176
1177,1,Each treatment kit provides enough materials to treat 100 patients.,1177
1178,1,"More information about cholera kits

Global Task Force on Cholera Control
The Global Task Force on Cholera Control (GTFCC) is a partnership of governmental and nongovernmental organizations, UN agencies and academic institutions with a common mission to reduce the global cholera burden.",1178
1179,1,The GTFCC Secretariat is hosted by WHO.,1179
1180,1,"GTFCC partners work to:

develop global strategies for cholera prevention and control;
support countries in long-term control or elimination of cholera through the development of national cholera plans (NCPs);
develop and disseminate technical guidelines and operational manuals;
support a research agenda to evaluate innovative approaches to cholera prevention and control in affected countries; and
increase the visibility of cholera as an important global public health problem.",1180
1181,1,"More about the GTFCC core activities and progress

Ending cholera: a roadmap to 2030
In 2017, the GTFCC published the Ending cholera: a global roadmap to 2030 strategy.",1181
1182,1,"It aims to reduce cholera deaths by 90% and eliminate cholera in as many as 20 countries by 2030 through:

early detection and containment of outbreaks through rapid multisectoral response;
a focus on cholera priority areas for multisectoral interventions (PAMIs) – the relatively small areas most heavily affected by cholera; and
an effective coordination mechanism for technical support, advocacy, resource mobilization, and partnership at local and global levels.",1182
1183,1,The strategy was endorsed at the Seventy-first World Health Assembly in 2018.,1183
